file,IOU,dice_coeffecient,pixel_accuracy,MSE_overlap,SSIM_overlap,XOR_overlap
ISIC_0026353,0.0027977230719154326,2.2913201223495127e-05,0.04427407407407408,59127.0821,0.006134857650701258,0.9531296296296297
ISIC_0026354,0.35388888888888886,0.0021346216156431595,0.25353703703703706,45268.90581111111,0.20049996098254605,0.6461111111111111
ISIC_0026355,0.7415572316677714,0.0035212167740808703,0.8733111111111111,5270.291377777778,0.8222802196854233,0.10685555555555555
ISIC_0026356,0.000540461641030901,4.387737790967467e-06,0.06115925925925926,58771.07583703704,0.02283780645509982,0.9383333333333334
ISIC_0026357,0.7476071413436333,0.0035396751742001365,0.7698111111111111,11060.013855555555,0.7009455096291729,0.1544074074074074
ISIC_0026358,0.0853277240432644,0.0008082572869493055,0.4610592592592593,24448.98538148148,0.3175998843818176,0.5330777777777778
ISIC_0026359,0.06482326337922006,0.000534974445475578,0.2756851851851852,41246.03194814815,0.18320963814138713,0.6984592592592592
ISIC_0026360,0.19162407921654648,0.0015289292372014705,0.6048111111111111,18584.14707037037,0.4995126248985332,0.3849037037037037
ISIC_0026361,0.010173441320293398,8.198402068940495e-05,0.031248148148148146,60852.65306296296,0.0027225945147555945,0.9596185185185185
ISIC_0026362,0.29674235907091495,0.0020351223542824973,0.4695259259259259,27015.20125925926,0.3633157295651827,0.4814111111111111
ISIC_0026363,0.3950407030212201,0.0028456838498731245,0.8005074074074074,6019.932674074074,0.6795539888354754,0.19734444444444443
ISIC_0026364,0.006629318394024276,5.49231894843752e-05,0.048437037037037035,58132.384033333336,0.0002938647712413446,0.9456888888888889
ISIC_0026365,0.016079708000394596,0.00013709885498108538,0.2899925925925926,41472.54821851852,0.21228347462491792,0.7018740740740741
ISIC_0026366,0.4900409829153526,0.0030719382905788324,0.5580814814814815,16742.125503703704,0.38360637880991466,0.3359666666666667
ISIC_0026367,0.7544959502127855,0.0035694044368164758,0.7998888888888889,8794.411096296297,0.718278357221152,0.1390925925925926
ISIC_0026368,0.2992273180458624,0.0024948590939744115,0.7478074074074074,7557.114244444444,0.5915181940265533,0.2499111111111111
ISIC_0026369,0.9524249737262076,0.00390182113091181,0.9484703703703704,1587.123751851852,0.9153461688014305,0.01810740740740741
ISIC_0026370,0.5590379859688598,0.0035351705745642155,0.8225629629629629,3607.7889666666665,0.6862348201434133,0.15387777777777778
ISIC_0026371,0.049270866068025755,0.00046712135088781585,0.4636962962962963,26066.4514,0.3573756396913646,0.526637037037037
ISIC_0026372,0.833862672707047,0.0037208940282050054,0.8748111111111111,5590.371848148148,0.8194851670809569,0.07633333333333334
ISIC_0026373,0.14506753990994678,0.0013987692093954348,0.690162962962963,11841.577533333333,0.546763159656025,0.3094222222222222
ISIC_0026374,0.6001290794660878,0.003103341222313782,0.4845925925925926,27941.61464814815,0.4063746953147626,0.36027037037037035
ISIC_0026375,0.4261214927613156,0.0026751994521368016,0.7488481481481482,11057.937962962964,0.6518428362857726,0.23225925925925925
